"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"11","R_O2W7g69K21TKECZ","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Very good","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Very Good","Very Good","Very Good","Very Good","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,"Yes","Very helpful","Yes","Very helpful","10","4","Yes","3","5","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes",NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist I","Senda Biosciences","Yes",NA,"Cambridge","Probably","Probably","Definitely","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Lung Biology Immunology","Male",1,"01/02/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"12","R_UmPF2IuTVBpF0ch","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Excellent","Agree","Agree","Agree","Agree","Definitely","Probably","Definitely","Good","Good","Good","Fair","Excellent","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Excellent","Very Good","Very Good","Excellent","Excellent","Very helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","4","4","Yes","1","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Astronomers and Physicists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Definitely","Probably","Definitely","Very good","Very good","Very good","Good","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"High Energy Experimental Physics","Male",1,"10/08/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"13","R_R3QGrEkqSoEUvrr","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Strongly Agree","Agree","Agree","Agree","Probably","Probably","Probably","Very good","Excellent","Very good","Very good","Good","Good","Very good","Yes, and I attended","Somewhat Effective","No","No","Excellent","Good","Very Good",NA,"N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No",NA,"No",NA,"2","2","Yes","0","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe","Maybe","Probably","Very good","Excellent","Very good","Very good","Good","Good","Very good","Strongly Agree","Agree","Agree","Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Mathematics","Female",2,"10/16/1985","Permanent U.S. Resident",2,"No",2,"White",5,"White","Non-Underrespresented Group"
"14","R_1DUqGO3GkQf7BaI","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Probably","Definitely","Excellent","Excellent","Excellent","Excellent","Good","Good","Excellent","I don't remember",NA,"No","No","Excellent","Very Good","Very Good","Very Good","Excellent","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Somewhat helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No",NA,"Yes","Somewhat helpful","9","7","Yes","5","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Definitely","Probably","Definitely","Excellent","Excellent","Excellent","Excellent","Very good","Good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"Physiology","Male",1,"05/20/1992","U.S. Citizen",1,"No",2,"Asian",1,"Asian","Non-Underrespresented Group"
"15","R_BR18SDs58NjpUMF","PhD","College G","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Probably","Probably","Definitely","Excellent","Very good","Very good","Very good","Very good","Very good","Very good","Yes, and I attended","Very Effective","Yes","Yes","Good","Very Good","N/A","Very Good","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","Yes","No","N/A - I did not receive advice on this","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","Somewhat helpful","N/A - I did not receive advice on this","No",NA,"No",NA,"No",NA,"3","20","No","4","3","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Other Life Scientists","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Other Life Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Director Global Evidence and Outcomes","Takeda Pharmaceuticals","Yes",NA,"Lexington","Maybe","Probably","Definitely","Excellent","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Agree","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Epidemiology","Female",2,NA,"U.S. Citizen",1,"No",2,NA,6,"Missing/Unknown","Non-Underrespresented Group"
"16","R_1P5cqoOd1so6pFU","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Good","Fair","Ambivalent","Disagree","Agree","Agree","Definitely not","Definitely","Maybe","Fair","Fair","Fair","Good","Good","Very good","Fair","I don't remember",NA,"Yes","No","Very Good","Fair","Good","Good","Good","Somewhat helpful","Not very helpful","Very helpful","Not very helpful","Not very helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No",NA,"Yes","Very helpful","9","2","Yes","0","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","No",NA,NA,"Research, Consulting, and Legal Services","Consulting Services (Economics, Physics, Biological, Chemical, Environmental, Energy, etc.)","Management Occupations","Other Management Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associate consultant","IQVIA","Yes",NA,"Cambridge MA","Definitely not","Probably","Maybe","Fair","Fair","Fair","Good","Fair","Very good","Fair","Ambivalent","Disagree","Agree","Agree","Not an obstacle","Not an obstacle","A major obstacle","A major obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Medicine","Female",2,"02/26/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"17","R_3JxinBprKjBHMiM","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Excellent","Strongly Agree","Strongly Agree","Agree","Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Very good","Excellent","Good","Excellent","Yes, and I attended","Neither Effective nor Ineffective","No","No","Very Good","Poor","Good","Good","Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Not at all helpful","Very helpful","Very helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Somewhat helpful","Yes","Not very helpful","Yes","Very helpful","5","18","Yes","3","4","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A freelancer, consultant","Industry/for-profit organization","Yes","Other","scientist position","Research, Consulting, and Legal Services","Other Professional, Scientific, and Technical Services","Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist I","ZebiAI","Yes",NA,"Waltham","Definitely","Definitely","Definitely","Very good","Excellent","Excellent","Very good","Excellent","Very good","Excellent","Agree","Strongly Agree","Agree","Agree","Not applicable","A minor obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not applicable","A major obstacle",3,"Funding Sources","Chemistry","Female",2,"07/11/1990","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"18","R_1Qt6VZoIs2UBQ1K","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Maybe","Definitely","Very good","Excellent","Very good","Excellent","Excellent","Good","Very good","Yes, and I attended","Very Effective","Yes","No","Fair","Fair","Good","Good","Good","Somewhat helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Very helpful","Yes","Very helpful","0","2","Yes","2","3","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes",NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist Assay Development and Chemistry","Vivtex","Yes",NA,"Cambridge","Probably","Maybe","Probably","Very good","Very good","Good","Very good","Very good","Fair","Very good","Agree","Agree","Strongly Agree","Strongly Agree","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Biomedical Engineering","Male",1,"12/21/1991","U.S. Citizen",1,"No",2,"Asian",1,"Asian","Non-Underrespresented Group"
"19","R_2DTw8I6WH6end1h","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Very good","Very good","Very good","Very good","Excellent","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Excellent","Very Good","Fair","Excellent","Good","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Very helpful","2","2","Yes","1","2","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Architecture and Engineering Occupations","Other Architecture and Engineering Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably","Probably","Probably","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"Materials Science and Engineering","Female",2,"06/16/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"20","R_pghUp7bMPRYjs2Z","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Probably","Probably","Probably","Good","Excellent","Excellent","Very good","Fair","Good","Excellent","Yes, and I attended","Somewhat Effective","Yes","Yes","Excellent","Very Good","Good","Very Good","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Not very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Not very helpful","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","4","5","Yes","7","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Associate Lecturer","Boston University","Yes",NA,"Boston","Probably","Probably","Probably","Very good","Excellent","Excellent","Very good","Fair","Good","Excellent","Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Biology","Female",2,"06/19/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"21","R_3DiF3BKFVpryVWA","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Definitely","Definitely","Fair","Fair","Very good","Good","Good","Excellent","Very good","Yes, and I attended","Very Effective","Yes","Yes","Good","Good","Fair","Good","Very Good","Very helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Very helpful","Very helpful","Not very helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","No",NA,"20","8","Yes","9","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other","Industry Scientist","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Senior Associate Scientist","Bristol Myers Squibb","Yes",NA,"Cambridge, MA","Probably","Definitely","Definitely","Fair","Fair","Very good","Good","Good","Excellent","Very good","Agree","Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Immunology","Female",2,"02/19/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"22","R_1PYt5VaJfHOmZnD","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Very good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Definitely","Definitely","Maybe","Very good","Good","Very good","Excellent","Good","Fair","Very good","Yes, and I attended","Very Effective","Yes","No","Excellent","Very Good","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Very helpful","2","6","Yes","6","3","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,"A freelancer, consultant","Industry/for-profit organization","Yes","Other",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","France","Besancon","Definitely","Definitely","Maybe","Very good","Good","Very good","Excellent","Good","Good","Very good","Agree","Strongly Agree","Agree","Strongly Agree","Not an obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Materials Science","Male",1,"06/06/1990","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"23","R_2A0Vua4Ge5ZkcY4","PhD","College G","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Excellent","Excellent","Excellent","Excellent","Very good","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Very helpful","Yes","Very helpful","No",NA,"5 at least","6 or 7","Yes","4","2 under review, more in process","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education",NA,"Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,"Scientists, Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"epidemiology postdoctoral fellow","Dartmouth College","Yes",NA,"Hanover. NH","Definitely","Definitely","Definitely","Very good","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"environmental epidemiology","Female",2,NA,"U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"24","R_21I0xf1ZsB4BQBy","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Fair","Good","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Maybe","Probably not","Probably not","Good","Fair","Poor","Fair","Very good","Poor","Good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Fair","Good","Poor","Good","Fair","Very helpful","Very helpful","Somewhat helpful","Not very helpful","Not at all helpful","Not at all helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No",NA,"Yes","Somewhat helpful","0","1","Yes","2","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Museums, Arts, Entertainment, and Recreation",NA,"Scientists, Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A","Yes",NA,"N/A","Probably not","Definitely not","Maybe","Good","Fair","Fair","Good","Very good","Poor","Fair","Ambivalent","Ambivalent","Ambivalent","Agree","A major obstacle","A minor obstacle","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Inorganic Chemistry","Female",2,"07/19/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"25","R_1MQ9zcy0aoc7jbw","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Very good","Fair","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Somewhat Effective","Yes","No","N/A","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","No","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Somewhat helpful","No",NA,"Yes","Very helpful","20","2","Yes","3","1","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","No","Other",NA,"Technology",NA,"Scientists, Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Staff","MIT Lincoln Laboratory","Yes",NA,"Lexington, MA","Definitely","Definitely","Definitely","Very good","Very good","Fair","Excellent","Excellent","Excellent","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,NA,"Electrical Engineering","Male",1,"09/11/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"26","R_240LKKpxqOxMU5M","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Ambivalent","Strongly Agree","Probably","Maybe","Definitely","Very good","Good","Good","Very good","Excellent","Good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Excellent","Very Good","Excellent","N/A","Very helpful","Somewhat helpful","Very helpful","Very helpful","Not very helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Very helpful","Not very helpful","Very helpful","Very helpful","Somewhat helpful","Yes","Very helpful","No",NA,"Yes","Very helpful","13","7","Yes","0","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Medical Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not hired yet","not hired yet","Yes",NA,"Boston, hopefully","Probably","Maybe","Probably","Good","Good","Fair","Good","Very good","Fair","Good","Agree","Agree","Agree","Agree","A minor obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable","A major obstacle",3,"mental health","Bioinformatics","Female",2,"11/21/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"27","R_22PSdXuKTOtB9wm","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Good","Very good","Strongly Agree","Agree","Disagree","Ambivalent","Probably","Probably","Maybe","Very good","Very good","Excellent","Very good","Good","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Good","Good","Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Somewhat helpful","Very helpful","Very helpful","Somewhat helpful","Not very helpful","Somewhat helpful","Yes","Very helpful","No",NA,"Yes","Very helpful","0","6","Yes","2","0","Other - Specify:","Global pandemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably","Probably","Maybe","Very good","Excellent","Excellent","Very good","Good","Fair","Good","Strongly Agree","Agree","Ambivalent","Disagree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,"History","Male",1,"07/23/1989","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"28","R_1ImgWoImON2hwrR","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Good","Good","Agree","Agree","Agree","Strongly Agree","Maybe","Probably","Maybe","Good","Very good","Good","Fair","Good","Very good","Good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Excellent","Very Good","Very Good","Very Good","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","Yes","No","Somewhat helpful","Somewhat helpful","Not very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Somewhat helpful","Yes","Very helpful","5","6","Yes","2","1","Negotiating with one or more specific organizations",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Technology",NA,"Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Maybe","Probably","Probably not","Good","Very good","Good","Fair","Good","Very good","Good","Agree","Agree","Agree","Strongly Agree","A minor obstacle","Not an obstacle","A major obstacle","A minor obstacle","Not an obstacle","Not an obstacle","A major obstacle",3,"mental health","Biomedical Engineering","Male",1,"01/31/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"29","R_11jCNvehAxa9gxI","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Fair","Fair","Ambivalent","Ambivalent","Ambivalent","Agree","Probably not","Probably not","Probably not","Fair","Fair","Fair","Fair","Fair","Poor","Fair","Yes, and I attended","Somewhat Ineffective","Yes","Yes","Fair","Fair","Poor","Fair","Poor","Not very helpful","Not very helpful","Not very helpful","Not very helpful","Not at all helpful","Not at all helpful","Yes","No","N/A - I did not receive advice on this","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Somewhat helpful","No",NA,"Yes","Somewhat helpful","0","16","Yes","1","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably not","Probably not","Probably not","Fair","Fair","Fair","Fair","Fair","Poor","Fair","Ambivalent","Ambivalent","Ambivalent","Agree","A minor obstacle","A minor obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Anthropology","Female",2,"09/28/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
